HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,PassengerGroup,PassengerGroupNumber,Deck,Num,Side
Earth,True,TRAPPIST,35.0,False,0.0,0.0,0.0,0.0,0.0,Poloos Jamad,True,4451,1,F,914.0,P
Earth,True,TRAPPIST,30.0,False,0.0,0.0,0.0,0.0,0.0,Lison Blace,True,4452,1,G,727.0,S
Europa,False,TRAPPIST,28.0,False,0.0,2560.0,0.0,134.0,307.0,Azhasim Inguel,False,4453,1,D,149.0,P
Earth,False,TRAPPIST,23.0,False,0.0,10.0,159.0,0.0,125.0,Arl Wagnerray,True,4456,1,F,916.0,P
Earth,False,TRAPPIST,24.0,False,698.0,0.0,51.0,2.0,4.0,Milyn Nguerrettye,True,4457,1,F,917.0,P
Earth,True,PSO,16.0,False,0.0,0.0,0.0,0.0,0.0,Arlen Jacostarks,True,4459,1,G,733.0,P
Mars,True,TRAPPIST,18.0,False,0.0,0.0,0.0,0.0,0.0,Annams Mellé,True,4461,1,F,838.0,S
Earth,False,TRAPPIST,20.0,False,399.0,77.0,311.0,0.0,16.0,Gillie Bullerson,False,4462,1,F,918.0,P
Europa,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Maiam Boltund,True,4463,1,B,145.0,P
Europa,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Ionium Boltund,True,4463,2,B,145.0,P
Earth,False,TRAPPIST,21.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Morrodgers,False,4464,1,G,728.0,S
Europa,True,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Diabysid,False,4465,1,A,54.0,S
Europa,False,TRAPPIST,43.0,False,31.0,76.0,0.0,1353.0,1713.0,Terons Diabysid,False,4465,2,A,54.0,S
Europa,False,TRAPPIST,28.0,False,0.0,1883.0,0.0,1.0,4560.0,Gemmark Diabysid,False,4465,3,A,54.0,S
Europa,False,CANCRI,31.0,True,0.0,2461.0,0.0,51.0,2141.0,Ainkard Crakete,False,4466,1,A,40.0,P
Earth,False,TRAPPIST,23.0,False,36.0,18.0,670.0,0.0,32.0,Moniey Hopperett,True,4467,1,F,919.0,P
Europa,True,TRAPPIST,26.0,False,0.0,0.0,0.0,0.0,0.0,Dabik Brakeded,True,4469,1,B,146.0,P
Europa,False,CANCRI,43.0,False,0.0,39.0,327.0,4643.0,85.0,Coxan Windend,False,4469,2,B,146.0,P
Earth,False,TRAPPIST,28.0,False,1549.0,0.0,5.0,0.0,0.0,Emmax Baketton,False,4470,1,F,839.0,S
Earth,False,PSO,24.0,False,0.0,266.0,1455.0,59.0,0.0,Colly Bartez,False,4472,1,G,734.0,P
Earth,False,TRAPPIST,27.0,False,110.0,0.0,638.0,0.0,0.0,Kerrie Bartez,False,4472,2,F,920.0,P
Mars,False,TRAPPIST,27.0,False,994.0,0.0,26.0,1.0,0.0,Terek Welte,False,4473,2,E,292.0,S
Earth,True,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Helley Tuckers,True,4474,1,G,730.0,S
Earth,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Stancy Garden,True,4474,2,G,730.0,S
Earth,True,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Carita Tuckers,True,4474,3,G,730.0,S
Europa,False,TRAPPIST,50.0,True,13.0,239.0,0.0,161.0,2355.0,Wasaton Fairdised,False,4475,1,A,55.0,S
Europa,True,CANCRI,27.0,False,0.0,0.0,0.0,0.0,0.0,Nesham Fairdised,True,4475,2,A,55.0,S
Earth,False,TRAPPIST,26.0,False,1170.0,0.0,0.0,187.0,100.0,Brancy Miranciash,False,4476,1,F,921.0,P
Earth,False,CANCRI,31.0,False,23.0,0.0,0.0,0.0,17.0,Thel Scheron,False,4477,1,G,731.0,S
Mars,False,TRAPPIST,28.0,False,3559.0,0.0,0.0,13.0,2.0,Zelowl Sidie,False,4479,1,D,150.0,P
Earth,False,CANCRI,4.0,False,0.0,0.0,0.0,0.0,0.0,Eillis Bartines,False,4482,1,G,732.0,S
Earth,False,TRAPPIST,9.0,False,0.0,0.0,0.0,0.0,0.0,Idave Anthompson,True,4482,2,G,732.0,S
Earth,False,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Ally Bartines,True,4482,3,G,732.0,S
Earth,True,TRAPPIST,35.0,False,0.0,0.0,0.0,0.0,0.0,Evan Bartines,False,4482,4,G,732.0,S
Earth,True,TRAPPIST,3.0,False,0.0,0.0,0.0,0.0,0.0,Allia Bartines,True,4482,5,G,732.0,S
Mars,False,TRAPPIST,25.0,False,1956.0,0.0,161.0,239.0,28.0,Price Tepie,False,4483,1,D,151.0,P
Mars,False,TRAPPIST,63.0,False,3087.0,0.0,60.0,2.0,0.0,Fowoos Tepie,False,4483,2,D,151.0,P
Mars,True,TRAPPIST,34.0,False,0.0,0.0,0.0,0.0,0.0,Rooses Tirte,True,4485,1,F,922.0,P
Mars,False,TRAPPIST,35.0,False,1219.0,0.0,1742.0,740.0,0.0,Mos Tirte,False,4485,2,F,922.0,P
Earth,True,TRAPPIST,26.0,False,0.0,0.0,0.0,0.0,0.0,Janne Mccarry,True,4486,1,G,733.0,S
Earth,False,TRAPPIST,39.0,False,0.0,3.0,0.0,802.0,49.0,Tine Buckleinson,False,4487,1,G,735.0,P
Europa,False,CANCRI,34.0,False,0.0,337.0,1339.0,92.0,264.0,Sadir Idlatchse,False,4490,1,D,143.0,S
Europa,False,TRAPPIST,36.0,False,0.0,1013.0,1.0,16.0,2825.0,Solark Filerst,False,4491,1,B,148.0,P
Earth,True,TRAPPIST,46.0,False,0.0,0.0,0.0,0.0,0.0,Ricke Nolds,True,4492,1,G,736.0,P
Earth,False,TRAPPIST,26.0,False,42.0,65.0,895.0,407.0,0.0,Sus Coolez,True,4493,1,F,845.0,S
Mars,True,TRAPPIST,28.0,False,0.0,0.0,0.0,0.0,0.0,Labix Weeke,True,4494,1,F,846.0,S
Earth,False,CANCRI,20.0,False,0.0,3080.0,7.0,0.0,67.0,Frey Simsey,True,4496,1,F,924.0,P
Earth,True,TRAPPIST,35.0,False,0.0,0.0,0.0,0.0,0.0,Rician Loway,False,4497,1,G,737.0,P
Earth,False,CANCRI,11.0,False,0.0,0.0,0.0,0.0,0.0,Valex Munozanson,False,4498,1,G,734.0,S
Earth,True,PSO,14.0,False,0.0,0.0,0.0,0.0,0.0,Loise Beckeetter,False,4498,2,G,734.0,S
Earth,True,PSO,4.0,False,0.0,0.0,0.0,0.0,0.0,Lorie Beckeetter,True,4498,3,G,734.0,S
Earth,False,TRAPPIST,11.0,False,0.0,0.0,0.0,0.0,0.0,Dandy Munozanson,False,4498,4,G,734.0,S
Earth,True,TRAPPIST,31.0,False,0.0,0.0,0.0,0.0,0.0,Karay Beckeetter,True,4498,5,G,734.0,S
Earth,False,TRAPPIST,15.0,False,0.0,893.0,0.0,0.0,0.0,Line Munozanson,True,4498,6,G,734.0,S
Earth,False,TRAPPIST,39.0,False,0.0,2.0,0.0,69.0,836.0,Dary Mallerez,False,4498,7,G,734.0,S
Earth,False,TRAPPIST,7.0,False,0.0,0.0,0.0,0.0,0.0,Kendy Munozanson,False,4498,8,G,734.0,S
Earth,False,TRAPPIST,24.0,False,83.0,0.0,129.0,504.0,0.0,Gaylah Mcdanield,False,4500,1,F,847.0,S
Earth,True,TRAPPIST,22.0,False,0.0,0.0,0.0,0.0,0.0,Eilace Castannison,True,4501,1,G,735.0,S
Mars,True,TRAPPIST,26.0,False,0.0,0.0,0.0,0.0,0.0,Triple Jamai,False,4502,1,E,281.0,P
Europa,False,CANCRI,53.0,False,0.0,864.0,49.0,39.0,2376.0,Erraid Wirdley,True,4505,1,C,165.0,S
Europa,False,TRAPPIST,40.0,False,2.0,76.0,0.0,201.0,0.0,Dabik Wirdley,False,4505,2,C,165.0,S
Mars,False,TRAPPIST,19.0,False,160.0,0.0,889.0,0.0,0.0,Bees Kashe,False,4506,1,E,294.0,S
Mars,False,CANCRI,54.0,False,433.0,0.0,867.0,19.0,1.0,Bants Pepie,False,4508,1,F,926.0,P
Mars,False,TRAPPIST,21.0,False,572.0,584.0,128.0,14.0,0.0,Eet Pepie,False,4508,2,E,283.0,P
Mars,False,TRAPPIST,25.0,False,1340.0,0.0,8.0,0.0,0.0,Cornys Pepie,False,4508,3,F,926.0,P
Mars,False,TRAPPIST,48.0,False,137.0,0.0,877.0,0.0,0.0,Cats Sopie,True,4509,1,E,295.0,S
Mars,False,PSO,41.0,False,0.0,0.0,1127.0,8.0,0.0,Sunk Sopie,True,4509,2,D,144.0,S
Mars,False,TRAPPIST,13.0,False,27.0,0.0,3246.0,0.0,0.0,Ecco Sopie,True,4509,3,D,144.0,S
Europa,False,TRAPPIST,57.0,False,0.0,0.0,0.0,0.0,0.0,Gluinom Siviothy,True,4510,1,B,177.0,S
Europa,True,TRAPPIST,25.0,False,0.0,0.0,0.0,0.0,0.0,Gemmark Crueld,True,4511,1,B,178.0,S
Europa,True,CANCRI,48.0,False,0.0,0.0,0.0,0.0,0.0,Atrino Crueld,True,4511,2,B,178.0,S
Mars,False,TRAPPIST,34.0,False,849.0,51.0,375.0,0.0,24.0,Yos Stike,False,4512,1,E,296.0,S
Earth,True,TRAPPIST,16.0,False,0.0,0.0,0.0,0.0,0.0,Jacque Cleman,True,4514,1,G,736.0,S
Earth,False,TRAPPIST,0.0,False,0.0,0.0,0.0,0.0,0.0,Lynnie Fryersonis,False,4515,1,G,739.0,P
Earth,False,CANCRI,15.0,False,6.0,1740.0,2184.0,0.0,0.0,Samie Fryersonis,True,4515,2,G,739.0,P
Earth,False,CANCRI,37.0,False,426.0,0.0,2.0,194.0,308.0,Marky Cleminglas,False,4516,1,F,848.0,S
Earth,False,TRAPPIST,37.0,False,452.0,0.0,234.0,19.0,1290.0,Bara Mcleandez,False,4517,1,F,849.0,S
Earth,False,TRAPPIST,49.0,False,820.0,1.0,690.0,292.0,13.0,Dennya Juartis,False,4518,1,G,740.0,P
Earth,False,TRAPPIST,18.0,False,1.0,1.0,0.0,0.0,746.0,Jessa Oneidson,False,4521,1,F,929.0,P
Earth,False,TRAPPIST,25.0,False,101.0,32.0,0.0,137.0,633.0,Belix Stephend,True,4522,1,F,850.0,S
Earth,False,PSO,29.0,False,0.0,116.0,2048.0,2.0,0.0,Briane Fulloydez,True,4524,1,F,930.0,P
Earth,False,CANCRI,43.0,False,26.0,132.0,3.0,117.0,555.0,Terald Oneiles,False,4529,1,G,738.0,S
Earth,False,TRAPPIST,20.0,False,9.0,0.0,157.0,525.0,0.0,Fanna Leonaldez,False,4530,1,F,933.0,P
Europa,True,TRAPPIST,54.0,False,0.0,0.0,0.0,0.0,0.0,Thabius Stelative,True,4531,1,C,142.0,P
Earth,True,TRAPPIST,30.0,False,0.0,0.0,0.0,0.0,0.0,Lynez Serraynardy,True,4532,1,G,739.0,S
Europa,True,TRAPPIST,37.0,False,0.0,0.0,0.0,0.0,0.0,Sino Anindery,True,4533,1,B,149.0,P
Earth,False,CANCRI,30.0,False,60.0,41.0,553.0,1.0,0.0,Carry Floydendley,True,4534,1,F,851.0,S
Earth,False,TRAPPIST,20.0,False,631.0,93.0,0.0,0.0,0.0,Randa Cardners,False,4535,1,F,934.0,P
Earth,False,TRAPPIST,20.0,False,25.0,0.0,796.0,44.0,44.0,Jerrye Cardners,False,4535,2,G,742.0,P
Earth,False,TRAPPIST,24.0,False,0.0,591.0,0.0,0.0,1560.0,Josey Mccard,False,4537,1,F,852.0,S
Earth,False,TRAPPIST,44.0,False,0.0,121.0,0.0,748.0,0.0,Karia Hammons,False,4538,1,F,935.0,P
Earth,False,CANCRI,0.0,False,0.0,0.0,0.0,0.0,0.0,Sanda Carterson,True,4539,1,G,740.0,S
Earth,True,TRAPPIST,15.0,False,0.0,0.0,0.0,0.0,0.0,Arla Carterson,True,4539,2,G,740.0,S
Europa,True,TRAPPIST,19.0,False,0.0,0.0,0.0,0.0,0.0,Coxak Sterve,True,4542,1,B,150.0,P
Europa,True,CANCRI,20.0,False,0.0,0.0,0.0,0.0,0.0,Arrai Stracary,True,4542,2,B,150.0,P
Mars,False,PSO,20.0,True,14.0,0.0,59.0,1777.0,0.0,Quakes Winie,False,4543,1,F,936.0,P
Earth,True,TRAPPIST,34.0,False,0.0,0.0,0.0,0.0,0.0,Regana Pottney,True,4544,1,G,743.0,P
Earth,True,PSO,17.0,False,0.0,0.0,0.0,0.0,0.0,Kenda Bailes,True,4546,1,G,744.0,P
Earth,False,TRAPPIST,20.0,False,0.0,25.0,0.0,0.0,803.0,Warry Navages,True,4547,1,E,297.0,S
Earth,False,TRAPPIST,42.0,False,0.0,1.0,0.0,17.0,1601.0,Leria Woody,False,4549,1,E,298.0,S
Earth,False,TRAPPIST,28.0,False,0.0,180.0,516.0,0.0,0.0,Ebonyd Sotond,True,4550,1,F,853.0,S
Mars,False,TRAPPIST,43.0,False,375.0,103.0,1990.0,36.0,0.0,Cinst Bake,True,4552,1,F,937.0,P
Europa,False,PSO,55.0,True,0.0,102.0,0.0,278.0,5353.0,Auvam Watuald,False,4553,1,C,143.0,P
Earth,False,TRAPPIST,21.0,False,29.0,27.0,47.0,694.0,11.0,Claine Wiggs,False,4555,1,G,743.0,S
Earth,False,TRAPPIST,17.0,False,0.0,656.0,295.0,0.0,35.0,Dwin Mirez,False,4557,1,E,286.0,P
Europa,False,CANCRI,54.0,False,0.0,559.0,0.0,15238.0,2799.0,Wezna Baleful,False,4558,1,C,167.0,S
Earth,False,TRAPPIST,25.0,False,0.0,205.0,0.0,0.0,549.0,Elene Rasmussony,True,4559,1,F,854.0,S
Earth,False,TRAPPIST,29.0,False,0.0,57.0,851.0,0.0,0.0,Daven Monsoney,True,4560,1,G,744.0,S
Europa,False,CANCRI,45.0,False,0.0,496.0,0.0,1940.0,4195.0,Alrair Unhearfus,False,4561,1,C,168.0,S
Europa,True,TRAPPIST,31.0,False,0.0,0.0,0.0,0.0,0.0,Shaton Reedall,True,4562,1,B,180.0,S
Europa,True,CANCRI,19.0,False,0.0,0.0,0.0,0.0,0.0,Altanin Switud,True,4563,1,C,169.0,S
Earth,False,TRAPPIST,30.0,False,0.0,43.0,0.0,0.0,6.0,Tera Merkins,False,4564,1,G,745.0,P
Earth,False,TRAPPIST,24.0,False,191.0,497.0,0.0,0.0,16.0,Paulie Patteraley,False,4565,1,G,746.0,P
Earth,False,TRAPPIST,29.0,False,0.0,20.0,38.0,359.0,516.0,Marine Flemaney,False,4567,1,F,939.0,P
Mars,False,TRAPPIST,42.0,False,4102.0,0.0,36.0,0.0,1825.0,Ples Pamca,False,4568,1,F,940.0,P
Europa,True,CANCRI,29.0,False,0.0,0.0,0.0,0.0,0.0,Wasatan Honchoe,True,4569,1,B,151.0,P
Europa,True,CANCRI,37.0,False,0.0,2235.0,7.0,4098.0,89.0,Aldah Honchoe,False,4569,2,B,151.0,P
Earth,True,TRAPPIST,24.0,False,0.0,0.0,0.0,0.0,0.0,Ricia Crosbornes,True,4571,1,G,745.0,S
Earth,False,CANCRI,23.0,False,42.0,0.0,0.0,765.0,2.0,Fery Gouldensen,False,4572,1,G,746.0,S
Earth,False,TRAPPIST,22.0,False,686.0,45.0,16.0,7.0,4.0,Yolana Stannondez,True,4573,1,F,856.0,S
Mars,False,TRAPPIST,23.0,False,176.0,493.0,169.0,0.0,1023.0,Cank Sad,False,4574,1,F,857.0,S
Earth,True,TRAPPIST,21.0,False,3.0,65.0,253.0,475.0,0.0,Kris Solon,False,4575,1,F,941.0,P
Earth,False,TRAPPIST,37.0,False,661.0,876.0,0.0,3.0,13.0,Fayene Cartz,False,4576,1,F,942.0,P
Mars,True,TRAPPIST,17.0,False,250.0,0.0,2179.0,0.0,0.0,Oss Kha,True,4577,1,F,858.0,S
Mars,True,TRAPPIST,35.0,False,0.0,0.0,0.0,0.0,0.0,Mocake Buko,True,4580,1,F,860.0,S
Europa,False,TRAPPIST,33.0,False,0.0,4592.0,0.0,209.0,954.0,Skatzn Entedraved,True,4581,1,B,181.0,S
Europa,False,CANCRI,37.0,False,0.0,2337.0,0.0,204.0,76.0,Neutrin Entedraved,True,4581,2,B,181.0,S
Europa,False,CANCRI,32.0,False,0.0,154.0,0.0,5492.0,1924.0,Skatz Wasterivel,False,4585,1,B,182.0,S
Mars,False,CANCRI,31.0,False,22.0,0.0,0.0,1.0,524.0,Goats Emead,False,4586,1,F,943.0,P
Europa,False,TRAPPIST,29.0,False,0.0,4020.0,0.0,1635.0,4899.0,Asellux Assibler,False,4587,1,A,42.0,P
Europa,True,CANCRI,34.0,False,0.0,0.0,0.0,0.0,0.0,Hadyon Coictrazy,True,4591,1,E,287.0,P
Mars,False,TRAPPIST,9.0,False,0.0,0.0,0.0,0.0,0.0,Crunch Carté,True,4592,1,F,862.0,S
Mars,True,TRAPPIST,25.0,False,0.0,0.0,0.0,0.0,0.0,Eal Carté,True,4592,2,F,862.0,S
Mars,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Phios Carté,True,4592,3,F,862.0,S
Mars,True,TRAPPIST,1.0,False,0.0,0.0,0.0,0.0,0.0,Pil Carté,True,4592,4,F,862.0,S
Earth,False,TRAPPIST,30.0,False,1.0,797.0,0.0,10.0,0.0,Toddie Pugherman,True,4593,1,G,750.0,S
Europa,False,TRAPPIST,64.0,False,77.0,2424.0,0.0,3001.0,127.0,Tabius Folhal,False,4594,1,C,144.0,P
Europa,False,TRAPPIST,31.0,False,0.0,6670.0,217.0,625.0,20336.0,Tabiton Folhal,False,4594,2,C,144.0,P
Europa,False,TRAPPIST,27.0,False,267.0,2802.0,0.0,54.0,77.0,Minoton Folhal,True,4594,3,C,144.0,P
Europa,False,TRAPPIST,29.0,False,0.0,4516.0,0.0,6167.0,5308.0,Furus Coudered,False,4594,4,C,144.0,P
Europa,True,TRAPPIST,25.0,False,0.0,0.0,0.0,0.0,0.0,Alarion Swingse,True,4595,1,C,145.0,P
Earth,True,TRAPPIST,28.0,False,0.0,0.0,0.0,0.0,0.0,Ale Booneid,True,4596,1,G,751.0,S
Earth,True,TRAPPIST,32.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Weavesend,True,4597,1,G,748.0,P
Earth,False,CANCRI,36.0,False,0.0,0.0,0.0,725.0,2.0,Jerek Whitakers,False,4602,1,F,945.0,P
Europa,True,CANCRI,26.0,False,0.0,3593.0,47.0,19.0,229.0,Hamakan Namsheary,True,4603,1,C,171.0,S
Europa,False,TRAPPIST,36.0,False,1.0,5234.0,343.0,277.0,12682.0,Kabih Namsheary,False,4603,2,C,171.0,S
Earth,False,TRAPPIST,37.0,False,374.0,1327.0,10.0,81.0,0.0,Tancis Wonglasquez,False,4604,1,G,753.0,S
Earth,False,TRAPPIST,45.0,False,0.0,0.0,0.0,774.0,0.0,Agnesa Loway,False,4605,1,G,750.0,P
Europa,False,TRAPPIST,22.0,False,165.0,36.0,0.0,3044.0,556.0,Props Pumpeshaft,False,4606,1,C,172.0,S
Europa,True,CANCRI,24.0,False,25.0,3291.0,0.0,6075.0,179.0,Gatrino Pumpeshaft,False,4606,2,C,172.0,S
Earth,False,PSO,23.0,False,0.0,138.0,4.0,412.0,220.0,Ronard Hoppers,False,4607,1,G,751.0,P
Earth,False,CANCRI,31.0,False,2.0,20.0,1.0,1026.0,2.0,Colle Maystuarey,True,4608,1,F,864.0,S
Europa,False,TRAPPIST,37.0,False,1.0,477.0,0.0,0.0,7087.0,Algork Amblereld,False,4609,1,C,173.0,S
Earth,False,TRAPPIST,28.0,False,5.0,0.0,0.0,1014.0,0.0,Enryn Alfordonard,False,4610,1,G,752.0,P
Earth,True,TRAPPIST,23.0,False,0.0,0.0,0.0,0.0,0.0,Ronard Hickson,True,4611,1,G,754.0,S
Earth,False,CANCRI,14.0,False,0.0,166.0,603.0,1.0,0.0,Essara Wilsoney,True,4612,1,G,755.0,S
Europa,True,TRAPPIST,40.0,False,0.0,0.0,0.0,0.0,0.0,Tabdhib Inghtal,True,4613,1,B,152.0,P
Mars,False,TRAPPIST,42.0,False,36.0,0.0,2554.0,0.0,9.0,Chon Fla,True,4615,1,F,865.0,S
Earth,False,TRAPPIST,53.0,False,19.0,81.0,85.0,768.0,489.0,Joycey Toddleton,False,4617,1,F,866.0,S
Earth,True,TRAPPIST,46.0,False,0.0,0.0,0.0,0.0,0.0,Evey Heney,False,4620,1,G,757.0,S
Mars,False,TRAPPIST,28.0,False,0.0,79.0,2003.0,0.0,0.0,Nios Jaflé,True,4621,1,E,289.0,P
Earth,True,CANCRI,25.0,False,0.0,0.0,0.0,0.0,0.0,Viviay Humphreyes,True,4622,1,G,753.0,P
Europa,False,PSO,34.0,True,0.0,0.0,21.0,7.0,16.0,Sadrix Repumparte,True,4623,1,C,146.0,P
Mars,False,TRAPPIST,58.0,False,1246.0,0.0,66.0,36.0,0.0,Giamon Gelle,False,4624,1,F,868.0,S
Europa,False,TRAPPIST,31.0,False,0.0,2520.0,1.0,1.0,0.0,Mothab Ineedeve,True,4625,1,B,183.0,S
Europa,True,CANCRI,24.0,False,0.0,0.0,0.0,0.0,0.0,Naosa Ineedeve,True,4625,2,B,183.0,S
Europa,True,CANCRI,25.0,False,0.0,0.0,0.0,0.0,0.0,Auvara Ineedeve,True,4625,4,B,183.0,S
Europa,True,TRAPPIST,17.0,False,0.0,0.0,0.0,0.0,0.0,Azharga Ineedeve,True,4625,5,B,183.0,S
Europa,False,TRAPPIST,27.0,False,0.0,453.0,137.0,1331.0,1660.0,Sabih Ineedeve,False,4625,6,B,183.0,S
Europa,True,CANCRI,29.0,False,0.0,0.0,0.0,0.0,0.0,Sadiram Ineedeve,True,4625,7,B,183.0,S
Europa,False,TRAPPIST,45.0,False,0.0,7484.0,465.0,14.0,610.0,Murzima Freednal,True,4628,1,C,175.0,S
Earth,False,PSO,28.0,False,0.0,18.0,0.0,0.0,674.0,Jona Dukertyler,True,4630,1,F,870.0,S
Europa,True,CANCRI,25.0,False,0.0,0.0,0.0,0.0,0.0,Asellum Calazy,True,4631,1,C,147.0,P
Europa,True,TRAPPIST,57.0,False,0.0,0.0,0.0,0.0,0.0,Bellus Dightent,True,4632,1,C,176.0,S
Europa,True,TRAPPIST,68.0,False,0.0,0.0,0.0,0.0,0.0,Azhasim Dightent,True,4632,2,C,176.0,S
Europa,False,CANCRI,26.0,False,0.0,431.0,28.0,10941.0,26.0,Cellus Dightent,False,4632,3,C,176.0,S
Europa,False,TRAPPIST,52.0,False,2.0,364.0,0.0,2144.0,1804.0,Alraium Syncepul,False,4632,4,C,176.0,S
Europa,False,TRAPPIST,36.0,False,0.0,551.0,0.0,5270.0,22.0,Ankabih Dightent,False,4632,5,C,176.0,S
Earth,False,PSO,41.0,False,454.0,297.0,0.0,2.0,0.0,Glenna Gallard,False,4633,1,G,754.0,P
Earth,False,TRAPPIST,14.0,False,514.0,0.0,392.0,0.0,0.0,Elindy Gilleyons,False,4634,1,E,299.0,S
Earth,True,PSO,16.0,False,0.0,0.0,0.0,0.0,0.0,Delley Pearsalason,True,4635,1,G,755.0,P
Europa,False,TRAPPIST,62.0,True,0.0,1633.0,0.0,1742.0,0.0,Salas Asticit,True,4638,1,B,153.0,P
Earth,False,CANCRI,26.0,False,595.0,84.0,0.0,0.0,131.0,Sharie Englas,True,4640,1,G,760.0,S
Earth,False,TRAPPIST,45.0,False,65.0,63.0,3.0,713.0,27.0,Vanie Peter,False,4641,1,F,871.0,S
Europa,False,TRAPPIST,41.0,False,0.0,412.0,0.0,4030.0,0.0,Sadach Cluted,False,4642,1,C,178.0,S
Earth,False,TRAPPIST,36.0,False,0.0,724.0,0.0,0.0,0.0,Sandie Goodson,True,4643,1,F,947.0,P
Earth,False,CANCRI,13.0,False,8.0,1385.0,1445.0,250.0,8.0,Juliey Fultz,True,4644,1,F,872.0,S
Europa,False,TRAPPIST,48.0,False,0.0,9633.0,0.0,1.0,2.0,Aton Bacistion,True,4645,1,B,184.0,S
Europa,True,TRAPPIST,29.0,False,0.0,0.0,0.0,0.0,0.0,Okula Bacistion,True,4645,2,B,184.0,S
Earth,False,PSO,22.0,False,141.0,16.0,0.0,177.0,336.0,Pennie Mcgoway,True,4646,1,F,873.0,S
Earth,False,TRAPPIST,39.0,False,290.0,0.0,84.0,266.0,0.0,Wardan Shephendery,True,4648,1,F,874.0,S
Earth,False,TRAPPIST,45.0,False,1399.0,226.0,0.0,0.0,0.0,Erina Prickmantes,False,4649,1,E,290.0,P
Earth,False,TRAPPIST,42.0,False,84.0,323.0,0.0,1251.0,120.0,Eddiey Kramosley,False,4650,1,G,762.0,S
Europa,False,TRAPPIST,33.0,False,0.0,7039.0,0.0,902.0,405.0,Aludram Dectory,True,4651,1,C,179.0,S
Earth,False,TRAPPIST,47.0,False,0.0,370.0,0.0,380.0,38.0,Claine Fowlaney,False,4653,1,E,302.0,S
Europa,True,TRAPPIST,20.0,False,0.0,0.0,0.0,0.0,0.0,Hamelik Witeronfus,True,4654,1,E,291.0,P
Europa,True,CANCRI,32.0,False,0.0,0.0,0.0,0.0,0.0,Ainkard Seflock,True,4655,1,B,154.0,P
Europa,True,TRAPPIST,54.0,False,0.0,0.0,0.0,0.0,0.0,Rotan Seflock,True,4655,2,B,154.0,P
Earth,False,TRAPPIST,23.0,False,0.0,1125.0,0.0,0.0,993.0,Alvira Miranciash,False,4656,1,F,875.0,S
Earth,False,TRAPPIST,9.0,False,0.0,0.0,0.0,0.0,0.0,Vanney Miranciash,False,4656,2,G,763.0,S
Earth,False,TRAPPIST,17.0,False,372.0,0.0,477.0,0.0,0.0,Prilly Jacostarks,False,4657,1,G,756.0,P
Europa,False,TRAPPIST,26.0,False,0.0,823.0,0.0,1821.0,1508.0,Taurah Bradiary,False,4658,1,D,147.0,S
Europa,False,TRAPPIST,38.0,False,0.0,93.0,0.0,0.0,7303.0,Ruchban Bradiary,False,4658,2,D,147.0,S
Earth,False,TRAPPIST,24.0,False,703.0,0.0,0.0,0.0,0.0,Mael Hayerson,False,4659,1,F,876.0,S
Earth,False,TRAPPIST,30.0,False,77.0,2325.0,5.0,117.0,1.0,Mamina Moodman,True,4661,1,F,948.0,P
Earth,True,CANCRI,2.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Moodman,False,4661,2,G,757.0,P
Earth,True,TRAPPIST,4.0,False,0.0,0.0,0.0,0.0,0.0,Fery Walston,True,4661,3,G,757.0,P
Earth,True,TRAPPIST,9.0,False,0.0,0.0,0.0,0.0,0.0,Denne Moodman,False,4661,4,G,757.0,P
Earth,False,TRAPPIST,30.0,False,0.0,0.0,3.0,3434.0,0.0,Lison Mayson,False,4661,5,F,948.0,P
Earth,True,TRAPPIST,5.0,False,0.0,0.0,0.0,0.0,0.0,Idace Moodman,False,4661,6,G,757.0,P
Earth,False,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Ianna Moodman,False,4661,7,G,757.0,P
Europa,False,TRAPPIST,32.0,False,45.0,985.0,0.0,0.0,6803.0,Dirk Uningably,False,4662,1,C,148.0,P
Europa,True,TRAPPIST,53.0,False,0.0,0.0,0.0,0.0,0.0,Batares Uningably,True,4662,2,C,148.0,P
Earth,True,TRAPPIST,2.0,False,0.0,0.0,0.0,0.0,0.0,Lonna Cartez,True,4663,1,G,765.0,S
Earth,True,TRAPPIST,1.0,False,0.0,0.0,0.0,0.0,0.0,Dia Cartez,True,4663,2,G,765.0,S
Earth,True,TRAPPIST,11.0,False,0.0,0.0,0.0,0.0,0.0,Nelsie Roachoanand,True,4663,3,G,765.0,S
Earth,False,CANCRI,3.0,False,0.0,0.0,0.0,0.0,0.0,Isa Cartez,True,4663,4,G,765.0,S
